,Kf,Kc,Kb,vani,hydro,topo,sse,p5,p10,p20,Best,diff_error,sum_error
128,0.31622776601683794,14.67799267622069,3.1622776601683795,31.622776601683793,0.049443757725587144,0.02105554785981438,117.14534263020568,0.005605381165919282,0.0021175884404583956,0.00012456402590931738,0.0,0.028388209865772764,0.07049930558540152
129,0.31622776601683794,14.67799267622069,3.1622776601683795,316.22776601683796,0.029666254635352288,0.09419587200443275,89.52909322852474,0.03811659192825112,0.01046337817638266,0.0004982561036372695,0.0,0.06452961736908046,0.12386212663978503
130,0.31622776601683794,14.67799267622069,6.812920690579611,31.622776601683793,0.0519159456118665,0.004848316941404627,140.76116625035954,0.001245640259093174,0.0004982561036372695,0.0,0.0,0.047067628670461874,0.056764262553271126
131,0.31622776601683794,14.67799267622069,6.812920690579611,316.22776601683796,0.02595797280593325,0.05928799002631943,102.24586096870173,0.016940707523667164,0.002242152466367713,0.0,0.0,0.033330017220386185,0.08524596283225268
132,0.31622776601683794,14.67799267622069,14.67799267622069,31.622776601683793,0.08034610630407911,0.0011081867294639148,176.82490199005844,0.00012456402590931738,0.0,0.0,0.0,0.07923791957461519,0.08145429303354303
133,0.31622776601683794,14.67799267622069,14.67799267622069,316.22776601683796,0.029666254635352288,0.040725862307798864,124.04946272255339,0.009715994020926755,0.0011210762331838565,0.0,0.0,0.011059607672446577,0.07039211694315115
134,0.31622776601683794,14.67799267622069,31.622776601683793,31.622776601683793,0.17058096415327564,0.001246710070646904,236.87778188011234,0.0,0.0,0.0,0.0,0.16933425408262873,0.17182767422392256
135,0.31622776601683794,14.67799267622069,31.622776601683793,316.22776601683796,0.06551297898640297,0.03172184513090456,158.08055915094923,0.00622820129546587,0.0013702042850024913,0.0,0.0,0.033791133855498416,0.09723482411730752
136,0.6812920690579612,14.67799267622069,3.1622776601683795,31.622776601683793,0.048207663782447466,0.014821997506579858,123.26164057070744,0.004359740906826109,0.0018684603886397607,0.0,0.0,0.03338566627586761,0.06302966128902732
137,0.6812920690579612,14.67799267622069,3.1622776601683795,316.22776601683796,0.02843016069221261,0.0364316387311262,100.51378297238976,0.01046337817638266,0.0027404085700049826,0.0003736920777279522,0.0,0.008001478038913587,0.0648617994233388
138,0.6812920690579612,14.67799267622069,6.812920690579611,31.622776601683793,0.05315203955500618,0.004017176894306691,146.599190917555,0.001245640259093174,0.0003736920777279522,0.0,0.0,0.04913486266069949,0.05716921644931287
139,0.6812920690579612,14.67799267622069,6.812920690579611,316.22776601683796,0.024721878862793572,0.015099044188945837,115.53558075601369,0.0032386646736422523,0.0004982561036372695,0.0,0.0,0.009622834673847735,0.03982092305173941
140,0.6812920690579612,14.67799267622069,14.67799267622069,31.622776601683793,0.08529048207663782,0.0006926167059149467,182.52003596561397,0.00012456402590931738,0.0,0.0,0.0,0.08459786537072288,0.08598309878255277
141,0.6812920690579612,14.67799267622069,14.67799267622069,316.22776601683796,0.02843016069221261,0.007618783765064413,140.10717477738157,0.0011210762331838565,0.0,0.0,0.0,0.020811376927148198,0.03604894445727702
142,0.6812920690579612,14.67799267622069,31.622776601683793,31.622776601683793,0.17552533992583436,0.0,241.97488561056392,0.0,0.0,0.0,0.0,0.17552533992583436,0.17552533992583436
143,0.6812920690579612,14.67799267622069,31.622776601683793,316.22776601683796,0.06551297898640297,0.005956503670868541,178.54002962824813,0.000622820129546587,0.0,0.0,0.0,0.05955647531553443,0.07146948265727152
